id,dist,mag,absmag,spect,x,y,z
131420,566.5709,8.79,0.024,K2 III,486.769,239.045,-164.062
131435,574.383,10.21,1.414,K0,473.194,232.41,228.011
131458,144.7133,7.3,1.497,A2,103.818,50.997,86.966
131468,209.2931,7.69,1.086,K0 III,118.165,58.049,-162.698
131487,299.9805,8.34,0.955,K1 III,263.824,129.629,-59.848
131494,449.7967,8.67,0.405,K0 III,209.294,102.843,-384.625
131541,299.5303,8.58,1.198,G8V,122.179,60.056,266.803
131566,146.3525,6.45,0.623,K0 III,130.422,64.124,-17.243
131571,162.0404,8.07,2.022,F0/2 (IV),144.429,71.015,-18.819
131580,103.6206,7.26,2.183,F0,22.696,11.161,100.486
131590,149.1708,9.66,3.792,F5,122.427,60.209,60.319
131607,118.8834,8.5,3.124,F8/G0 V,69.293,34.084,-90.388
131610,153.0665,6.25,0.326,A 2 V,74.626,36.708,128.502
131621,152.4979,8.83,2.914,F6/7 V,128.461,63.195,-52.535
131640,576.7807,10.17,1.365,F0 V,309.027,152.048,-462.666
131643,102.6812,7.84,2.783,A3,82.951,40.815,44.685
131709,101.6894,10.07,5.034,G5,86.569,42.616,-32.1
131727,458.3319,7.5,-0.806,A0,361.509,177.987,218.403
131754,168.216,9.04,2.911,F5 V,53.859,26.523,-157.138
131775,184.7221,8.44,2.107,F0,155.858,76.769,62.745
131794,362.0439,8.46,0.666,K1 III,272.91,134.448,-196.264
131800,337.3459,8.49,0.85,F2/3 IV/V,218.977,107.886,-232.835
131825,33.1637,6.27,3.667,G 5 IV,27.939,13.768,11.388
131862,237.0842,6.95,0.075,M2 III,186.48,91.921,-113.95
131907,57.5866,9.77,5.968,K0,51.641,25.462,-1.064
131915,89.7266,9.59,4.825,G8 IV/V,64.735,31.92,-53.304
131923,1511.2216,11.39,0.493,F2,1173.1,578.473,-756.964
131944,154.7413,7.02,1.072,G5,48.5963,23.9676,144.9443
131946,348.4201,8.76,1.049,K0III,161.915,79.856,297.999
131949,101.7294,9.31,4.273,G5,49.535,24.431,85.43
131960,267.8315,9.9,2.761,F5 V,214.784,105.951,-119.901
131966,109.7715,7.66,2.458,A8 IV (+ F),84.04,41.458,-57.169
131992,434.3825,9.57,1.381,A0,237.964,117.413,343.912
131993,195.716,7.87,1.412,F0...,126.879,62.603,135.23
132021,176.2209,9.1,2.87,F3 V,79.683,39.328,-152.177
132026,175.608,7.19,0.967,K0 III,157.3202,77.653,7.6697
132053,306.5009,9.68,2.248,G1 V,269.985,133.302,-57.286
132056,323.6965,7.89,0.339,M4,254.503,125.66,155.618
132079,120.8293,9.28,3.869,F8 V,63.667,31.442,-97.763
132081,191.4852,7.2,0.789,K0 III,166.172,82.069,-48.146
132084,233.1659,9.63,2.792,F5,196.386,96.992,-79.946
132085,769.4507,9.09,-0.341,K3/4 (III),620.863,306.636,-335.496
132109,872.0388,8.2,-1.503,K0,243.028,120.049,828.841
132152,492.3842,9.65,1.188,F0/2 IV/V,221.458,109.427,-425.94
132156,714.2857,8.64,-0.629,A0,207.944,102.752,675.578
132164,460.9994,8.7,0.381,G8 III,204.2162,100.9162,-400.7889
132204,279.4684,8.27,1.038,K 0 III-IV,137.755,68.094,233.43
132263,93.1571,9.15,4.304,G0 V,74.82,37.004,-41.363
132277,66.7361,8.51,4.388,G1/2 V,57.531,28.456,-18.278
132299,93.5244,8.97,4.115,G0 V,71.174,35.209,-49.41
132320,25.365,11.42,9.399,M:,15.639,7.738,18.41
132350,6107.3949,11.75,-2.179,Gp,4832.277,2391.55,-2868.774
132361,112.163,8.32,3.071,F6 V,70.98,35.131,-79.424
132363,77.7445,9.56,5.107,G8 V,38.854,19.231,-64.535
132370,105.8111,7.51,2.387,A5,76.997,38.113,61.764
132386,534.5169,7.38,-1.26,M1 III,478.292,236.795,-29.549
132394,108.8566,9.65,4.466,G3/5 V,95.33,47.201,-23.109
132421,79.811,4.26,-0.25,G8III,70.6081,34.9711,12.7024
132423,127.3172,7.35,1.826,F5 III/IV,24.9715,12.3684,-124.2304
132446,336.8932,8.38,0.743,K0/1 III + A5/7,279.9235,138.6743,-126.132
132468,1056.0932,10.02,-0.099,K0,815.596,404.148,535.538
132487,405.887,8.61,0.568,G8 III/IV,293.823,145.612,-239.184
132500,394.9841,8.75,0.767,G5,290.377,143.936,225.779
132535,109.0455,8.77,3.582,F 4 III,69.314,34.369,76.846
132560,209.9431,9.72,3.109,F5,180.554,89.545,58.805
132616,705.093,7.67,-1.571,M1 III,565.768,280.705,-313.477
132622,196.1326,8.4,1.937,K2,156.379,77.59,89.405
132632,615.4135,9.5,0.554,K0,532.043,264.002,-161.143
132724,28.057,5.29,3.05,F2IV,22.764,11.306,-11.881
132794,169.2753,6.55,0.407,A2P,149.898,74.499,25.194
132822,128.393,6.99,1.447,A3 IV,114.735,57.037,8.212
132851,523.2239,10.82,2.227,A 5 V,355.461,176.747,340.839
132863,461.4675,7.99,-0.331,G 5 V,283.3749,140.9124,335.8493
132865,267.4583,8.52,1.384,A0,198.8856,98.9008,148.9869
132951,471.3791,8.91,0.543,A2,382.368,190.284,199.462
132955,158.4024,8.74,2.741,F8IV,127.023,63.215,70.43
132960,188.328,9.84,3.465,F3 IV/V,166.364,82.797,-30.578
132962,329.7403,8.22,0.629,K0 III,295.034,146.836,-11.086
132968,72.587,9.89,5.586,K1 III/V,47.924,23.852,-49.023
132972,40.0508,10.13,7.117,K5,35.156,17.499,-7.869
132991,66.2506,9.17,5.064,K0,55.621,27.689,22.994
133013,213.3064,9.27,2.625,F6 V,140.039,69.73,-145.005
133014,865.2419,9.6,-0.086,K0,608.092,302.79,535.897
133043,32.7355,9.48,6.905,K5,4.937,2.459,-32.268
133065,169.5039,6.83,0.684,F2 II/III,151.453,75.443,10.104
133090,380.4322,8.79,0.889,G5,274.818,136.924,224.623
133139,138.0556,8.08,2.38,G8 IV,123.225,61.412,-10.18
133142,398.0001,8.8,0.801,K2 III,112.176,55.907,-377.75
133146,260.8699,8.99,1.908,B9V,106.226,52.944,232.306
133174,180.0064,5.37,-0.906,K4 III,160.292,79.908,-17.982
133182,234.705,7.69,0.837,K0III,105.872,52.78,202.711
133199,48.9136,8.71,5.263,G3 V,31.535,15.723,-33.925
133216,658.4489,8.46,-0.633,K0,514.545,256.592,320.873
133217,44.8916,6.38,3.119,F2 V,35.683,17.794,-20.623
133240,3734.6447,8.7,-4.161,B1II,1900.999,948.181,3071.6
133248,179.0053,9.88,3.616,F7/8 IV/V,87.338,43.566,-150.056
133254,229.5153,10.26,3.456,F2V,105.465,52.61,196.943
133256,310.3035,7.93,0.471,K5,213.915,106.71,197.842
133296,2932.8705,8.83,-3.506,B5IAB,1263.112,630.326,2570.791
133337,211.4144,5.49,-1.136,M2 III,119.514,59.652,-163.872
133344,62.2761,5.04,1.068,A1 V,33.126,16.535,-50.075
133390,2445.6273,8.84,-3.102,B0,1298.159,648.251,1968.666
133396,190.6346,9.18,2.779,G0,145.439,72.63,99.569
133405,477.4575,7.55,-0.845,K5,72.31,36.113,470.566
133414,106.7274,8.43,3.289,F5,24.998,12.485,103.005
133427,2550.2364,9.29,-2.743,B2,1316.428,657.568,2082.865
133444,154.9685,8.95,2.999,F8,128.126,64.009,59.176
133452,145.349,8.85,3.038,F5,100.132,50.027,92.721
133459,186.9687,9.16,2.801,F5/6 V,127.658,63.782,-120.8
133471,91.5111,8.37,3.563,F5 V,57.59,28.776,-65.036
133494,83.1247,9.35,4.751,K0/1 V (+ K),50.76,25.368,-60.742
133503,168.3502,8.54,2.409,F2,125.252,62.6,93.461
133509,483.1644,8.11,-0.31,M1 III,319.242,159.565,-325.686
133517,124.001,8.77,3.303,G0,110.196,55.081,14.115
133595,280.0791,10.41,3.174,F5,245.049,122.579,58.05
133618,652.7146,7.48,-1.594,A0,421.978,211.124,450.996
133628,77.0416,7.87,3.436,F5,52.011,26.025,50.527
133634,315.5103,9.83,2.335,F7/8 IV,200.024,100.088,-222.53
133714,2786.966,8.48,-3.746,B5IB,1198.308,600.044,2443.601
133745,442.6995,9.09,0.859,K0,381.027,190.859,119.893
133758,479.1136,8.83,0.428,G8 III/IV,162.549,81.431,-443.279
133789,345.4007,8.1,0.408,G8 III/IV,300.267,150.461,-80.639
133794,316.3598,10.32,2.819,F8,271.463,136.03,-88.811
133821,129.2567,8.82,3.263,G0,100.522,50.387,63.748
133839,397.8709,8.91,0.911,K2,353.755,177.357,41.268
133859,229.1422,7.52,0.719,G8 III,201.341,100.956,-42.143
133874,258.6859,8.45,1.386,G8 IV,231.045,115.866,-10.565
133886,130.7868,10.13,4.547,G2,101.656,50.982,-64.592
133968,154.2579,6.55,0.609,A 9 III,131.555,66.013,46.162
133981,303.008,7.96,0.553,G5,202.668,101.708,200.985
134023,92.2267,7.35,2.526,G8 IV,21.696,10.891,-88.974
134029,165.6556,9.34,3.244,G0,148.046,74.324,0.325
134045,24.0119,8.91,7.008,K5,20.957,10.523,5.161
134058,270.7891,8.65,1.487,G0,169.014,84.87,193.799
134062,108.3434,7.69,2.516,F5 V,46.361,23.281,-95.115
134063,126.2332,8.33,2.824,F7IV,96.904,48.662,64.625
134081,266.0453,8.41,1.285,A7V,182.273,91.542,-170.812
134095,311.0423,8.34,0.876,K1 III,202.221,101.57,-213.395
134114,117.4223,8.1,2.751,K0 IV,95.844,48.149,-47.786
134177,102.3276,8.34,3.29,F8,76.538,38.467,55.975
134194,359.1378,8.94,1.164,F8,249.631,125.479,225.653
134195,54.2663,8.13,4.457,F8,43.609,21.921,23.719
134221,104.2968,9.25,4.159,G5 V,59.785,30.058,-80.001
134233,300.0662,7.64,0.254,K5 III,198.81,99.97,-201.297
134241,62.7578,7.35,3.362,G0V,28.746,14.456,53.882
134255,377.9424,9.65,1.763,G1 V,291.838,146.771,-190.077
134287,320.1137,8.25,0.723,K0 III,185.167,93.142,-243.948
134301,123.7387,8.38,2.917,F0 V,14.097,7.092,-122.728
134329,140.7321,7.78,2.038,F0,98.044,49.3347,88.0855
134449,120.3642,8.81,3.408,F3 V,95.206,47.951,-55.894
134463,432.5978,10.95,2.77,A,380.767,191.801,-73.28
134468,302.6219,9.57,2.165,F5,169.63,85.451,235.593
134506,109.4273,6.7,1.504,A1 V,94.865,47.802,-26.267
134537,2717.3518,8.48,-3.691,M2III,1199.587,604.643,2362.075
134542,86.0904,10.09,5.415,K0,76.865,38.745,1.476
134552,99.4321,9.43,4.442,G0 V,35.363,17.827,-91.205
134615,234.7397,7.51,0.657,K3III,188.11,94.872,103.522
134620,648.5309,9.46,0.4,K1 III,494.398,249.358,-337.614
134626,164.3448,7.39,1.311,F2 IV,146.519,73.903,-8.932
134631,93.3306,8.39,3.54,F8,78.9418,39.818,29.889
134677,406.4848,8.36,0.315,K0 III,357.817,180.56,-67.784
134746,3032.8871,9.53,-2.879,B9IAB,1304.373,658.518,2657.7
134754,231.6868,7.05,0.225,B9,203.129,102.554,43.589
134762,219.7109,7.74,1.031,G5III,87.041,43.948,196.889
134768,324.7702,8.01,0.452,A0,270.3185,136.4931,117.3586
134773,524.4311,9.08,0.482,K0,446.985,225.706,155.849
134780,560.1799,9.33,0.588,G8/K1 II/III,450.595,227.545,-242.877
134794,91.9787,8.67,3.852,G0,74.773,37.765,37.986
134811,2204.2728,10.43,-1.286,F6,941.152,475.403,1935.728
134828,1635.3619,9.54,-1.528,B3,779.005,393.556,1382.995
134862,486.9093,8.5,0.063,K7,274.31,138.626,377.647
134876,291.9172,8.15,0.824,K0 III,161.111,81.43,-229.409
134888,173.4353,7.37,1.174,A3 V,147.634,74.626,-52.105
134896,260.2446,9.89,2.813,F8,230.532,116.545,31.616
134901,191.6791,6.18,-0.233,K5/M0 III,127.601,64.511,-127.66
134924,342.2548,6.76,-0.912,G 9 IB,161.755,81.7956,290.3166
134927,197.4233,7.61,1.133,A7 III,129.603,65.539,-133.73
134952,274.7932,8.91,1.715,A0,89.5126,45.275,255.8301
134958,396.3101,8.89,0.9,K0,221.921,112.253,308.565
134970,2983.98,9.09,-3.284,B1.5IA,1285.516,650.32,2613.172
135003,642.4758,8.83,-0.209,K2,562.819,284.793,122.08
135007,152.7465,9.17,3.25,F6 V,90.799,45.945,-113.913
135008,236.8379,7.8,0.928,K0 III,211.302,106.923,3.357
135016,428.0048,8.41,0.253,K2,380.997,192.807,29.239
135034,119.4504,9.44,4.054,F6 V,93.398,47.272,-57.537
135111,359.9368,8.4,0.619,K1 IIICNII,281.695,142.671,-172.764
135124,302.0292,7.87,0.47,A0,196.795,99.681,206.293
135146,272.0363,8.39,1.217,A0,153.534,77.788,210.666
135160,288.0588,9.6,2.303,K0,256.082,129.764,23.684
135179,520.9856,8.59,0.006,K5,452.852,229.493,116.978
135190,431.4064,8.09,-0.084,K0 III,132.3529,67.0821,-405.0849
135204,656.8547,8.45,-0.637,M2/3 III,580.354,294.184,-90.018
135231,451.839,8.27,-0.005,M1 III,179.129,90.833,-404.748
135238,90.396,7.84,3.059,F3 V,80.518,40.831,-4.592
135239,256.0956,9.8,2.758,F3 V,210.523,106.758,-99.337
135280,242.7763,7.79,0.864,K0 III,216.508,109.838,0.658
135284,138.2203,8.7,2.997,F5,120.012,60.887,31.539
135295,297.3121,9.78,2.414,F2 V,214.804,108.989,-174.285
135324,571.128,7.02,-1.764,M1/2 III,352.139,178.709,-412.612
135330,758.2893,8.09,-1.309,K5 III,645.882,327.804,-224.461
135335,44.0339,8.98,5.761,K0 V,35.064,17.796,-19.82
135344,252.8409,6.55,-0.464,K3 III,210.702,106.95,-89.972
135362,256.7238,9.74,2.693,F3 V,211.655,107.446,-97.8
135379,111.5202,8.65,3.413,F5 IV/V,22.74,11.545,-108.565
135380,74.1678,8.22,3.869,F8 V,66.027,33.522,-4.189
135381,773.5947,8.82,-0.623,K2,461.952,234.538,574.492
135389,188.6792,7.96,1.581,F6/7 V,121.077,61.476,-130.999
135390,465.931,8.84,0.498,B8 V,360.786,183.188,-231.013
135391,742.0526,10.16,0.808,K0,436.362,221.568,557.798
135405,132.3149,9.46,3.852,F8 IV,81.866,41.574,-95.272
135423,303.1719,7.44,0.032,B9,158.864,80.688,245.285
135429,213.5496,8.45,1.803,G5,167.344,85,101.855
135438,1063.2331,9.25,-0.883,K5,724.72,368.126,685.368
135444,89.6253,8.41,3.648,F5 V,77.796,39.519,-20.463
135449,36.3613,9.74,6.937,K 5 V,31.616,16.061,-8.038
135481,10.0412,5.63,5.621,K0V,3.945,2.005,9.014
135513,299.8636,8.49,1.105,K0,172.298,87.572,229.266
135522,63.2233,6.05,2.046,F0 IV,9.616,4.888,-62.296
135523,690.6217,8.85,-0.346,K1/2 III,409.035,207.907,-516.162
135531,383.078,9.02,1.104,G8 III,256.801,130.535,-252.513
135550,423.2804,8.74,0.607,K1 III,290.839,147.856,-269.662
135562,152.0041,6.33,0.421,K0 III,107.986,54.901,-91.816
135568,54.0555,6.33,2.666,F 6 V,33.333,16.947,39.035
135579,371.3578,8.63,0.781,G5,312.111,158.701,123.724
135586,154.3186,9.11,3.168,F5 IV/V,96.0387,48.8378,-110.4801
135617,141.704,9.73,3.973,G3 V,120.013,61.042,-44.166
135666,132.7293,9.69,4.075,G1/3 IV/V,15.633,7.955,-131.565
135725,1098.8273,8.73,-1.475,K2,902.986,459.704,425.099
135744,231.3326,8.26,1.439,A2,140.127,71.348,169.672
135759,212.249,8.76,2.126,A8/9 V,189.11,96.304,-3.543
135788,507.799,9.44,0.912,G 2 III,329.784,167.98,347.686
135801,315.0414,8.73,1.238,K0,173.262,88.26,247.874
135892,182.6827,9.79,3.482,F 8 V,122.385,62.39,120.425
135908,18.6103,12.24,10.891,M2,15.4565,7.8812,6.7317
135920,95.1362,9.46,4.568,G1 V,78.457,40.008,-35.982
135929,293.9033,8.69,1.349,F0,243.335,124.099,108.473
135977,230.6784,8.87,2.055,A0V,96.992,49.485,203.363
135981,286.4996,8.25,0.964,K0 III,141.26,72.072,-238.606
136049,83.0062,5.86,1.264,B9.5V,70.7156,36.1019,24.207
136060,284.9618,8.33,1.056,K2 III,87.929,44.894,-267.313
136106,339.8586,8.95,1.294,G8 IV,298.7322,152.5927,-54.5733
136114,168.7116,9.08,2.944,F5 V,107.468,54.901,-117.899
136123,104.7079,8.43,3.33,F6 V,93.14,47.583,4.953
136168,294.9378,8.03,0.681,K0 III,262.617,134.221,2.327
136215,71.4796,9.24,4.969,G8 V,21.6941,11.0919,-67.1984
136216,110.6899,9.57,4.349,G0 V,88.504,45.252,-48.698
136221,137.9565,9.71,4.011,G0,4.52,2.311,137.863
136226,140.029,9.97,4.239,F8V,63.574,32.507,120.457
136244,44.3898,7.13,3.894,G3 V,29.602,15.139,-29.411
136248,90.4712,7.35,2.567,G 2 IV,77.019,39.39,26.486
136303,327.1586,8.58,1.006,G 8 V,202.624,103.679,235.004
136322,262.1728,10.07,2.977,F8,232.369,118.916,-24.463
136337,154.7529,8.59,2.642,F0 V,128.913,65.98,-54.558
136354,113.2388,5.91,0.64,K0 III,100.591,51.493,7.279
136372,493.9967,9.29,0.821,K0 III,351.851,180.148,-296.277
136378,406.6869,8.35,0.304,A0,203.961,104.435,335.987
136392,266.7899,8.03,0.899,K0 III,102.782,52.634,-240.504
136408,609.0718,8.34,-0.583,K0,472.053,241.763,299.476
136411,312.1055,8.16,0.688,G8III,238.663,122.234,159.714
136432,410.8944,9.26,1.191,K0,167.841,85.975,365.064
136442,159.5689,9.77,3.755,G5,139.019,71.218,-32.617
136458,308.4665,9.24,1.794,K0,257.47,131.917,107.046
136468,121.5499,8.49,3.066,F2,103.818,53.196,34.153
136508,121.6033,8.5,3.075,A5,103.862,53.238,34.142
136537,2950.3791,7.43,-4.919,B2IB,1373.408,704.199,2514.477
136547,129.2264,8.59,3.033,F0,113.168,58.028,22.917
136556,104.3815,7.11,2.017,F0 V,83.299,42.718,-46.173
136572,115.777,8.3,2.982,G0,95.244,48.848,44.123
136577,413.6076,9.14,1.057,K5,65.87,33.784,-406.929
136580,122.5169,8.37,2.929,F5 V,78.281,40.15,-85.266
136582,467.6283,7.23,-1.12,K5 III,402.35,206.367,-119.179
136594,113.3172,9.91,4.639,G3 V,85.056,43.633,-60.848
136617,536.0665,9.15,0.504,K 0 III,340.607,174.761,375.251
136621,304.6186,8.74,1.321,G6/8 IV,270.928,139.012,-8.139
136624,116.2125,5.94,0.614,K0III,81.53,41.833,71.472
136629,52.1726,9.09,5.503,K0,45.028,23.105,12.676
136636,212.7731,9.6,2.96,F6 V,156.502,80.308,-119.708
136643,302.6763,8.48,1.075,K2 III,146.097,74.971,-254.26
136663,175.6687,7.04,0.817,K0,154.882,79.494,23.488
136665,94.698,7.57,2.688,F3 V,65.789,33.767,-59.154
136666,297.554,9.76,2.392,F7 IV,161.317,82.798,-235.923
136680,133.5074,8.86,3.232,F3 III/IV,81.311,41.739,-97.317
136683,27.7096,5.78,3.567,F 8 V,20.747,10.65,14.966
136712,136.042,7.9,2.232,F3/5 IV,110.669,56.826,-55.051
136749,436.9319,9.02,0.818,G8/K0 (IVP),323.667,166.245,-241.892
136769,568.4572,9.23,0.457,K0 III,368.38,189.242,-389.393
136795,53.8898,9.69,6.032,G5,46.195,23.736,-14.377
136841,139.9853,9.39,3.66,G2/3 V,116.227,59.741,-50.182
136866,248.256,7.58,0.606,G8 III,137.0443,70.4538,-194.6437
136899,118.4846,8.34,2.972,G8 V,99.996,51.419,-37.355
136910,476.1897,8.61,0.221,G5,386.908,198.969,193.571
136917,82.2423,8.76,4.185,F6 V,65.651,33.763,-36.247
136919,230.7652,7.64,0.824,B9 V,130.58,67.156,-178.021
136941,626.8557,9.25,0.264,G6/8 III,551.5,283.696,-91.173
136953,152.7129,10.43,4.511,G5,126.865,65.272,-54.461
136961,101.1793,7.58,2.555,F0,86.318,44.413,28.529
137028,151.4726,9.82,3.918,G0,129.82,66.835,-40.296
137038,663.4086,9.49,0.381,B8,354.134,182.336,530.522
137084,93.9905,7.37,2.505,A7 III/IV,83.536,43.026,2.184
137115,200.1359,9.48,2.973,G1/3 V,169.431,87.284,-61.065
137133,580.4009,9.48,0.661,G8 III,308.275,158.833,-465.407
137146,228.7651,9.45,2.653,F2 V,94.75,48.828,-202.415
137179,433.7915,9.17,0.984,K2,151.988,78.345,398.669
137186,162.3274,8.65,2.598,F3 V,138.981,71.645,-43.604
137195,134.5579,8.23,2.585,F2 V,113.433,58.481,-42.645
137210,100.9075,8.32,3.3,F2,63.363,32.67,71.415
137247,492.0555,9.15,0.69,G8 IV,263.113,135.706,-393.032
137266,249.7018,8.78,1.793,F6 V,211.063,108.873,-77.138
137286,408.8097,9.68,1.622,A9 V,300.149,154.846,-230.344
137304,196.9138,9.25,2.779,A2,170.916,88.19,42.252
137307,180.3966,8.27,1.989,A0,145.617,75.139,75.45
137313,73.7387,8.18,3.842,F8,64.671,33.372,11.887
137314,260.1633,8.93,1.854,F8,191.535,98.838,145.707
137335,413.3332,7.94,-0.142,B9/9.5 V,10.528,5.434,-413.163
137361,338.7498,8.3,0.651,G5,246.86,127.435,193.835
137367,246.2205,8.45,1.493,A2MA5-A7,97.5648,50.3688,-220.3831
137396,165.3895,8.69,2.597,F 2 V,109.226,56.403,110.644
137403,677.9056,9.76,0.604,B8,246.12,127.107,618.728
137412,127.551,6.01,0.482,A 3 V,75.983,39.243,94.635
137422,60.6158,8.14,4.227,G0,43.877,22.664,35.148
137444,230.9122,7.92,1.103,K2 IIICNIB/II,146.974,75.926,-161.103
137472,848.1635,8.6,-1.042,G5,581.835,300.64,538.949
137479,97.9211,8.87,3.916,F7 V,59.891,30.948,-71.02
137498,142.0971,6.35,0.587,K2/3 III,108.122,55.88,-73.339
137505,1060.107,9.19,-0.937,M2 (III),768.609,397.251,-612.584
137538,5829.2932,9.2,-4.628,B5,3052.828,1578.241,4708.509
137565,1028.5281,8.02,-2.041,K3/4 (III),808.361,417.983,-479.283
137575,261.3595,7.82,0.734,B8 V,70.151,36.277,-249.142
137593,23.9234,6.72,4.826,G3 V,20.8802,10.799,-4.4437
137658,826.5537,9.58,-0.006,B8,230.013,119.028,784.931
137660,379.3105,8.71,0.815,K0,282.477,146.179,206.676
137673,282.9489,6.9,-0.359,B8,224.942,116.415,126.13
137691,178.1659,8.3,2.046,A0,143.771,74.421,74.394
137700,246.445,9.17,2.211,G5,88.993,46.07,225.151
137712,79.6661,9.54,5.034,G6 V,66.887,34.63,-25.954
137729,132.238,8.37,2.763,K0,116.863,60.514,12.965
137763,143.5462,8.64,2.855,G5,111.8111,57.9139,68.9191
137836,23.4826,4.66,2.806,F0 V,20.487,10.618,-4.354
137848,47.827,7.93,4.532,G5 V,29.0841,15.075,-34.8461
137857,316.2366,7.48,-0.02,K0 III,42.182,21.865,-312.647
137875,253.4734,9.41,2.39,F2,45.747,23.717,248.18
137898,135.9259,8.57,2.903,F5 V,99.495,51.591,-76.909
137907,860.1803,9.73,0.057,B8,272.078,141.09,803.727
137933,4812.6929,9.01,-4.402,B5,2516.283,1305.152,3889.333
137945,100.3009,8.23,3.223,F5 V,86.301,44.769,-24.66
137967,457.2262,9.65,1.349,G6/8 III/IV,146.9,76.22,-426.224
137971,71.7631,8.16,3.88,F5,24.212,12.563,66.377
137988,389.9496,8.44,0.485,K2 III,155.057,80.47,-348.63
137997,59.5615,8.89,5.015,G5 V,50.005,25.952,-19.328
138005,99.8004,8.38,3.384,F5 V,87.132,45.224,-17.972
138034,337.5883,9.25,1.608,G8 III/IV,212.588,110.366,-237.889
138036,161.0617,9.09,3.055,G2 V,105.2263,54.629,-109.0134
138113,315.1687,7.43,-0.063,K1 III,120.91,62.807,-284.196
138132,25.1767,6.37,4.365,F6 V,17.5081,9.096,-15.6395
138164,748.2734,8.2,-1.17,B9,467.25,242.851,531.615
138179,398.6446,8.29,0.287,K0,350.3751,182.1353,54.6054
138184,60.8604,9.49,5.568,G6 V,48.11,25.011,-27.638
138188,149.8017,9.7,3.822,F6 V,127.259,66.16,-43.228
138197,198.8072,7.07,0.578,A0,27.939,14.526,196.298
138215,218.6079,8.11,1.412,A5,16.177,8.412,217.846
138235,480.5493,8.36,-0.049,M4 III,424.807,220.929,-40.709
138244,48.4245,8.56,5.135,G8V,38.696,20.126,21.035
138258,1199.021,10.26,-0.134,G0,984.013,511.866,-455.371
138261,96.3036,7.43,2.512,G1IV,84.757,44.09,12.109
138279,39.8311,8.07,5.069,G5,7.953,4.138,38.809
138306,613.0602,7.2,-1.738,K5 III,475.466,247.404,-297.6
138313,73.3782,8.47,4.142,G1 V,52.966,27.562,-42.653
138332,167.38,8.16,2.041,F0,131.74,68.568,77.196
138338,250.9977,8.07,1.072,G0III,104.0065,54.1365,221.9277
138358,323.8096,8.57,1.019,K0 III,69.043,35.943,-314.315
138381,149.5533,8.73,2.856,F0 V,131.74,68.592,-17.492
138383,411.9218,8.81,0.736,K0,354.159,184.4,101.229
138391,97.9946,8.2,3.244,F5 V,67.709,35.256,-61.445
138426,308.3262,8.41,0.965,A 1 V,195.708,101.936,215.342
138459,823.0825,10.69,1.113,K0,584.305,304.406,493.345
138461,355.8404,8.26,0.504,G8 III/IV,306.597,159.731,-84.302
138485,93.7573,8.5,3.64,G0,80.552,41.973,23.239
138494,128.7193,8.62,3.072,F0,89.259,46.515,80.237
138500,153.9321,7.88,1.943,K2 III/IV,79.338,41.347,-125.264
138530,316.5201,8.32,0.818,K0 III,273.829,142.743,-69.476
138533,26.9556,8.06,5.907,K1V,20.811,10.849,13.259
138544,179.5332,5.83,-0.441,G0III+A,147.316,76.805,68.053
138609,179.4978,8.15,1.88,F5,141.758,73.948,81.582
138654,300.0535,9.84,2.454,F5 V,128.908,67.271,-262.468
138661,193.4778,7.36,0.927,K2 IIICNII/III,88.496,46.186,-165.738
138685,43.317,7.07,3.887,K4 III,38.138,19.908,-5.057
138694,456.7822,6.88,-1.419,M1 III,394.729,206.06,-101.875
138703,123.7624,9.22,3.757,F5/6 V,5.305,2.77,-123.618
138738,347.5076,8.3,0.595,B9,204.042,106.565,260.331
138777,145.8012,6.14,0.321,K0 III,86.778,45.336,-108.038
138781,185.4462,8.44,2.099,G8 IV,150.4211,78.5866,-74.753
138804,478.2346,8.66,0.262,K5 III,390.829,204.228,-185.074
138817,109.4147,9.02,3.825,G 5 III,71.939,37.596,73.368
138827,243.7993,10.54,3.605,F8,200.083,104.575,-92.027
138865,101.5606,7.96,2.926,F5,77.307,40.414,52.009
138876,234.4859,8.56,1.709,A4 III,58.078,30.364,-225.141
138883,102.6923,9.01,3.952,FW PEC,28.199,14.744,-97.638
138895,296.927,10.34,2.977,F2,252.788,132.187,-82.403
138900,203.8978,7.39,0.843,K0/1 III,82.147,42.958,-181.606
138910,151.4998,9.48,3.578,G5 V,85.779,44.86,-116.541
138973,325.0631,7.61,0.05,K1 III,212.326,111.092,-219.641
138975,58.4745,7.57,3.735,F6 V,50.613,26.483,-12.499
138981,434.3704,7.95,-0.239,M5II-III,227.613,119.104,350.263
138985,425.0206,8.01,-0.132,K0 III,375.792,196.653,-27.387
138988,77.8001,7.58,3.125,F0,54.093,28.309,48.222
138995,179.0395,9.52,3.255,K0,153.078,80.114,46.947
139001,512.1312,8.68,0.133,K5,443.797,232.281,106.621
139011,715.373,8.03,-1.243,K0,361.56,189.249,587.552
139034,668.7525,8.36,-0.766,M0,523.433,274.039,313.29
139044,236.4529,10.34,3.471,F3,206.693,108.222,-38.418
139055,198.7685,9.26,2.768,G0 V,165.423,86.62,-68.126
139072,1023.0567,9.92,-0.129,M5,863.63,452.292,-310.194
139099,387.0752,8.58,0.641,G5,270.891,141.904,237.295
139108,185.1318,8.58,2.243,F0,141.339,74.046,93.884
139126,417.8275,9,0.895,K1 III,173.347,90.831,-369.162
139129,68.5273,9.51,5.331,G8 V,35.67,18.691,-55.446
